row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,profit_margin,order_year
3566,CA-2016-130029,2016-07-03,2016-07-06,First Class,GT-14755,Guy Thornton,Consumer,united states,Los Angeles,California,90049,west,OFF-FA-10001135,office supplies,fasteners,"brites rubber bands, 1 1/2 oz. box",3.96,2,0.0,0.0792,0.02,2016
3567,CA-2017-103877,2017-09-07,2017-09-14,Standard Class,RD-19660,Robert Dilbeck,Home Office,united states,Independence,Missouri,64055,central,OFF-BI-10003650,office supplies,binders,gbc docubind 300 electric binding machine,1577.94,3,0.0,757.4112,0.48,2017
3568,CA-2016-137176,2016-09-09,2016-09-14,Second Class,DB-12910,Daniel Byrd,Home Office,united states,Dallas,Texas,75220,central,FUR-FU-10003832,furniture,furnishings,"eldon expressions punched metal & wood desk accessories, black & cherry",15.008,4,0.6,-12.0064,-0.8,2016
3569,CA-2017-168109,2017-07-03,2017-07-03,Same Day,JK-15640,Jim Kriz,Home Office,united states,Seattle,Washington,98105,west,TEC-AC-10003628,technology,accessories,logitech 910-002974 m325 wireless mouse for web scrolling,59.98,2,0.0,26.3912,0.44000000000000006,2017
3570,CA-2017-168109,2017-07-03,2017-07-03,Same Day,JK-15640,Jim Kriz,Home Office,united states,Seattle,Washington,98105,west,TEC-MA-10001148,technology,machines,okidata mb491 multifunction printer,2395.2,6,0.2,209.58,0.08750000000000001,2017
3571,CA-2017-168109,2017-07-03,2017-07-03,Same Day,JK-15640,Jim Kriz,Home Office,united states,Seattle,Washington,98105,west,TEC-AC-10002049,technology,accessories,plantronics savi w720 multi-device wireless headset system,1687.8,4,0.0,742.632,0.44,2017
3572,CA-2017-168109,2017-07-03,2017-07-03,Same Day,JK-15640,Jim Kriz,Home Office,united states,Seattle,Washington,98105,west,TEC-PH-10000702,technology,phones,"square credit card reader, 4 1/2"" x 4 1/2"" x 1"", white",7.992,1,0.2,2.6973,0.33749999999999997,2017
3573,US-2017-126081,2017-06-29,2017-07-04,Standard Class,FC-14335,Fred Chung,Corporate,united states,Mesquite,Texas,75150,central,OFF-PA-10003953,office supplies,paper,xerox 218,5.184,1,0.2,1.8144,0.35,2017
3574,CA-2017-117023,2017-08-07,2017-08-12,Standard Class,JW-15955,Joni Wasserman,Consumer,united states,Long Beach,New York,11561,east,OFF-AR-10003602,office supplies,art,"quartet omega colored chalk, 12/pack",11.68,2,0.0,5.4896,0.47000000000000003,2017
3575,CA-2017-117023,2017-08-07,2017-08-12,Standard Class,JW-15955,Joni Wasserman,Consumer,united states,Long Beach,New York,11561,east,OFF-AR-10004062,office supplies,art,staples in misc. colors,104.8,10,0.0,26.2,0.25,2017
3576,CA-2015-143532,2015-03-19,2015-03-24,Standard Class,DC-12850,Dan Campbell,Consumer,united states,North Miami,Florida,33161,south,OFF-PA-10001560,office supplies,paper,"adams telephone message books, 5 1/4 x 11",14.496,3,0.2,4.8924,0.3375,2015
3577,CA-2016-103163,2016-06-07,2016-06-11,Standard Class,FM-14290,Frank Merwin,Home Office,united states,Bakersfield,California,93309,west,OFF-BI-10003305,office supplies,binders,avery hanging file binders,4.784,1,0.2,1.5548,0.325,2016
3578,CA-2016-103163,2016-06-07,2016-06-11,Standard Class,FM-14290,Frank Merwin,Home Office,united states,Bakersfield,California,93309,west,OFF-PA-10004000,office supplies,paper,"while you were out pads, 50 per pad, 4 x 5 1/4, green cycle",4.73,1,0.0,2.3177,0.48999999999999994,2016
3579,CA-2016-104157,2016-07-25,2016-07-29,Standard Class,MT-17815,Meg Tillman,Consumer,united states,Jackson,Mississippi,39212,south,OFF-ST-10000321,office supplies,storage,akro stacking bins,7.89,1,0.0,0.3156,0.04,2016
3580,CA-2016-104157,2016-07-25,2016-07-29,Standard Class,MT-17815,Meg Tillman,Consumer,united states,Jackson,Mississippi,39212,south,OFF-PA-10004665,office supplies,paper,advantus motivational note cards,65.5,5,0.0,32.095,0.49,2016
3581,CA-2016-104157,2016-07-25,2016-07-29,Standard Class,MT-17815,Meg Tillman,Consumer,united states,Jackson,Mississippi,39212,south,FUR-TA-10004915,furniture,tables,"office impressions end table, 20-1/2""h x 24""w x 20""d",2430.08,8,0.0,388.8128,0.16,2016
3582,CA-2017-117807,2017-10-01,2017-10-07,Standard Class,DK-13090,Dave Kipp,Consumer,united states,Fremont,Nebraska,68025,central,OFF-PA-10000994,office supplies,paper,xerox 1915,104.85,1,0.0,50.328,0.48000000000000004,2017
3583,CA-2015-121650,2015-12-10,2015-12-16,Standard Class,KD-16495,Keith Dawkins,Corporate,united states,Jackson,Michigan,49201,central,OFF-AR-10001149,office supplies,art,"avery hi-liter comfort grip fluorescent highlighter, yellow ink",3.9,2,0.0,1.521,0.38999999999999996,2015
3584,CA-2015-121650,2015-12-10,2015-12-16,Standard Class,KD-16495,Keith Dawkins,Corporate,united states,Jackson,Michigan,49201,central,FUR-TA-10003569,furniture,tables,bretford cr8500 series meeting room furniture,801.96,2,0.0,200.49,0.25,2015
3585,CA-2015-121650,2015-12-10,2015-12-16,Standard Class,KD-16495,Keith Dawkins,Corporate,united states,Jackson,Michigan,49201,central,FUR-CH-10004289,furniture,chairs,global super steno chair,191.96,2,0.0,32.6332,0.17,2015
3586,CA-2015-121650,2015-12-10,2015-12-16,Standard Class,KD-16495,Keith Dawkins,Corporate,united states,Jackson,Michigan,49201,central,OFF-LA-10001045,office supplies,labels,permanent self-adhesive file folder labels for typewriters by universal,2.61,1,0.0,1.2006,0.45999999999999996,2015
3587,CA-2017-161823,2017-09-03,2017-09-08,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,united states,San Francisco,California,94122,west,OFF-AR-10002053,office supplies,art,"premium writing pencils, soft, #2 by central association for the blind",5.96,2,0.0,1.6688,0.28,2017
3588,CA-2017-121839,2017-09-24,2017-09-28,Standard Class,MH-18115,Mick Hernandez,Home Office,united states,Lancaster,Ohio,43130,east,TEC-PH-10002885,technology,phones,apple iphone 5,1169.694,3,0.4,-253.4337,-0.21666666666666667,2017
3589,CA-2017-158729,2017-12-19,2017-12-21,First Class,AC-10450,Amy Cox,Consumer,united states,Lafayette,Louisiana,70506,south,OFF-SU-10002881,office supplies,supplies,martin yale chadless opener electric letter opener,1665.62,2,0.0,33.3124,0.02,2017
3590,CA-2017-146535,2017-11-24,2017-11-30,Standard Class,FM-14290,Frank Merwin,Home Office,united states,Richmond,Kentucky,40475,south,OFF-BI-10000546,office supplies,binders,avery durable binders,2.88,1,0.0,1.4112,0.49000000000000005,2017
3591,CA-2017-146535,2017-11-24,2017-11-30,Standard Class,FM-14290,Frank Merwin,Home Office,united states,Richmond,Kentucky,40475,south,OFF-ST-10001526,office supplies,storage,iceberg mobile mega data/printer cart,1443.96,12,0.0,375.4296,0.26,2017
3592,CA-2014-154186,2014-12-13,2014-12-15,Second Class,RA-19285,Ralph Arnett,Consumer,united states,Houston,Texas,77070,central,OFF-SU-10001574,office supplies,supplies,acme value line scissors,2.92,1,0.2,0.365,0.125,2014
3593,CA-2016-108434,2016-12-05,2016-12-07,Second Class,JG-15160,James Galang,Consumer,united states,New York City,New York,10024,east,OFF-ST-10002615,office supplies,storage,"dual level, single-width filing carts",465.18,3,0.0,120.9468,0.26,2016
3594,CA-2016-164154,2016-09-11,2016-09-17,Standard Class,NZ-18565,Nick Zandusky,Home Office,united states,Toledo,Ohio,43615,east,OFF-BI-10001658,office supplies,binders,gbc standard therm-a-bind covers,22.428,3,0.7,-17.9424,-0.7999999999999999,2016
3595,CA-2016-164154,2016-09-11,2016-09-17,Standard Class,NZ-18565,Nick Zandusky,Home Office,united states,Toledo,Ohio,43615,east,OFF-ST-10002562,office supplies,storage,staple magnet,37.52,5,0.2,3.752,0.09999999999999999,2016
3596,CA-2017-148012,2017-12-09,2017-12-15,Standard Class,KM-16225,Kalyca Meade,Corporate,united states,Philadelphia,Pennsylvania,19143,east,OFF-AR-10004757,office supplies,art,crayola colored pencils,2.624,1,0.2,0.4264,0.1625,2017
3597,CA-2014-102869,2014-09-09,2014-09-14,Second Class,LC-17140,Logan Currie,Consumer,united states,Philadelphia,Pennsylvania,19140,east,OFF-PA-10000788,office supplies,paper,xerox 210,15.552,3,0.2,5.4432,0.35000000000000003,2014
3598,CA-2014-102869,2014-09-09,2014-09-14,Second Class,LC-17140,Logan Currie,Consumer,united states,Philadelphia,Pennsylvania,19140,east,TEC-AC-10002134,technology,accessories,rosewill 107 normal keys usb wired standard keyboard,64.704,6,0.2,-4.8528,-0.07500000000000001,2014
3599,CA-2014-102869,2014-09-09,2014-09-14,Second Class,LC-17140,Logan Currie,Consumer,united states,Philadelphia,Pennsylvania,19140,east,FUR-FU-10002456,furniture,furnishings,"master caster door stop, large neon orange",17.472,3,0.2,5.0232,0.2875,2014
3600,CA-2014-102869,2014-09-09,2014-09-14,Second Class,LC-17140,Logan Currie,Consumer,united states,Philadelphia,Pennsylvania,19140,east,TEC-PH-10002549,technology,phones,polycom soundpoint ip 450 voip phone,135.516,1,0.4,-31.6204,-0.23333333333333334,2014
3601,CA-2017-138310,2017-06-26,2017-06-30,Standard Class,NP-18700,Nora Preis,Consumer,united states,Denver,Colorado,80219,west,TEC-AC-10001990,technology,accessories,kensington orbit wireless mobile trackball for pc and mac,431.928,9,0.2,64.7892,0.15,2017
3602,CA-2014-159835,2014-11-17,2014-11-24,Standard Class,RB-19330,Randy Bradley,Consumer,united states,Philadelphia,Pennsylvania,19143,east,OFF-PA-10002137,office supplies,paper,"southworth 100% résumé paper, 24lb.",12.448,2,0.2,3.89,0.3125,2014
3603,CA-2014-159835,2014-11-17,2014-11-24,Standard Class,RB-19330,Randy Bradley,Consumer,united states,Philadelphia,Pennsylvania,19143,east,FUR-CH-10004997,furniture,chairs,hon every-day series multi-task chairs,657.93,5,0.3,-93.99,-0.14285714285714285,2014
3604,CA-2017-112956,2017-08-21,2017-08-27,Standard Class,TH-21550,Tracy Hopkins,Home Office,united states,Columbia,Maryland,21044,east,OFF-PA-10000357,office supplies,paper,xerox 1888,277.4,5,0.0,133.152,0.48,2017
3605,CA-2017-112956,2017-08-21,2017-08-27,Standard Class,TH-21550,Tracy Hopkins,Home Office,united states,Columbia,Maryland,21044,east,FUR-FU-10003976,furniture,furnishings,"dax executive solid wood document frame, desktop or hang, mahogany, 5 x 7",25.16,2,0.0,8.5544,0.33999999999999997,2017
3606,CA-2017-112956,2017-08-21,2017-08-27,Standard Class,TH-21550,Tracy Hopkins,Home Office,united states,Columbia,Maryland,21044,east,FUR-FU-10004960,furniture,furnishings,"seth thomas 12"" clock w/ goldtone case",91.92,4,0.0,31.2528,0.34,2017
3607,CA-2016-119683,2016-03-12,2016-03-16,Second Class,CK-12595,Clytie Kelty,Consumer,united states,New York City,New York,10024,east,OFF-EN-10001099,office supplies,envelopes,staple envelope,29.34,3,0.0,13.4964,0.45999999999999996,2016
3608,CA-2014-163559,2014-09-23,2014-09-28,Second Class,ST-20530,Shui Tom,Consumer,united states,New York City,New York,10035,east,OFF-BI-10002026,office supplies,binders,avery arch ring binders,139.44,3,0.2,47.061,0.3375,2014
3609,CA-2014-140228,2014-04-28,2014-05-03,Standard Class,GB-14530,George Bell,Corporate,united states,Newark,Ohio,43055,east,OFF-LA-10001613,office supplies,labels,avery file folder labels,6.912,3,0.2,2.5056,0.3625,2014
3610,CA-2014-140228,2014-04-28,2014-05-03,Standard Class,GB-14530,George Bell,Corporate,united states,Newark,Ohio,43055,east,OFF-ST-10002214,office supplies,storage,x-rack file for hanging folders,27.096,3,0.2,2.0322,0.075,2014
3611,CA-2014-140228,2014-04-28,2014-05-03,Standard Class,GB-14530,George Bell,Corporate,united states,Newark,Ohio,43055,east,OFF-ST-10001128,office supplies,storage,"carina mini system audio rack, model ar050b",177.568,2,0.2,-37.7332,-0.21249999999999997,2014
3612,US-2016-131674,2016-11-29,2016-12-01,Second Class,NC-18535,Nick Crebassa,Corporate,united states,Dallas,Texas,75217,central,TEC-AC-10004864,technology,accessories,memorex micro travel drive 32 gb,58.416,2,0.2,16.7946,0.2875,2016
3613,CA-2015-110093,2015-12-03,2015-12-08,Standard Class,AB-10255,Alejandro Ballentine,Home Office,united states,Philadelphia,Pennsylvania,19134,east,OFF-PA-10000174,office supplies,paper,"message book, wirebound, four 5 1/2"" x 4"" forms/pg., 200 dupl. sets/book",16.448,2,0.2,5.5512,0.33749999999999997,2015
3614,CA-2015-110093,2015-12-03,2015-12-08,Standard Class,AB-10255,Alejandro Ballentine,Home Office,united states,Philadelphia,Pennsylvania,19134,east,TEC-AC-10000171,technology,accessories,"verbatim 25 gb 6x blu-ray single layer recordable disc, 25/pack",36.784,2,0.2,10.5754,0.28750000000000003,2015
3615,CA-2017-112529,2017-11-19,2017-11-21,First Class,SC-20770,Stewart Carmichael,Corporate,united states,San Antonio,Texas,78207,central,FUR-TA-10002622,furniture,tables,"bush andora conference table, maple/graphite gray finish",718.116,6,0.3,-71.8116,-0.1,2017
3616,CA-2017-112529,2017-11-19,2017-11-21,First Class,SC-20770,Stewart Carmichael,Corporate,united states,San Antonio,Texas,78207,central,OFF-AR-10001915,office supplies,art,peel-off china markers,31.776,4,0.2,8.7384,0.275,2017
3617,CA-2016-154536,2016-09-05,2016-09-09,Standard Class,JC-15340,Jasper Cacioppo,Consumer,united states,Philadelphia,Pennsylvania,19120,east,OFF-BI-10004410,office supplies,binders,"c-line peel & stick add-on filing pockets, 8-3/4 x 5-1/8, 10/pack",9.555,5,0.7,-7.3255,-0.7666666666666667,2016
3618,CA-2017-141929,2017-09-04,2017-09-08,Standard Class,RA-19285,Ralph Arnett,Consumer,united states,Los Angeles,California,90004,west,OFF-BI-10004632,office supplies,binders,ibico hi-tech manual binding system,487.984,2,0.2,152.495,0.3125,2017
3619,CA-2017-141929,2017-09-04,2017-09-08,Standard Class,RA-19285,Ralph Arnett,Consumer,united states,Los Angeles,California,90004,west,TEC-PH-10002185,technology,phones,qvs usb car charger 2-port 2.1amp for ipod/iphone/ipad/ipad 2/ipad 3,5.56,1,0.2,1.7375,0.31250000000000006,2017
3620,CA-2017-141929,2017-09-04,2017-09-08,Standard Class,RA-19285,Ralph Arnett,Consumer,united states,Los Angeles,California,90004,west,OFF-ST-10002974,office supplies,storage,"trav-l-file heavy-duty shuttle ii, black",217.85,5,0.0,65.355,0.30000000000000004,2017
3621,CA-2016-109743,2016-09-22,2016-09-29,Standard Class,SH-19975,Sally Hughsby,Corporate,united states,Smyrna,Tennessee,37167,south,OFF-AR-10003727,office supplies,art,berol giant pencil sharpener,40.776,3,0.2,4.5873,0.11249999999999999,2016
3622,CA-2016-109743,2016-09-22,2016-09-29,Standard Class,SH-19975,Sally Hughsby,Corporate,united states,Smyrna,Tennessee,37167,south,TEC-PH-10004071,technology,phones,payanywhere card reader,63.936,8,0.2,5.5944,0.08750000000000001,2016
3623,CA-2014-159184,2014-09-14,2014-09-19,Standard Class,JC-15775,John Castell,Consumer,united states,Macon,Georgia,31204,south,FUR-FU-10002878,furniture,furnishings,"seth thomas 14"" day/date wall clock",142.4,5,0.0,52.688,0.37,2014
3624,CA-2014-159184,2014-09-14,2014-09-19,Standard Class,JC-15775,John Castell,Consumer,united states,Macon,Georgia,31204,south,OFF-BI-10001890,office supplies,binders,avery poly binder pockets,7.16,2,0.0,3.4368,0.48,2014
3625,CA-2017-113530,2017-05-19,2017-05-21,Second Class,BC-11125,Becky Castell,Home Office,united states,San Francisco,California,94109,west,FUR-CH-10002647,furniture,chairs,"situations contoured folding chairs, 4/set",681.408,12,0.2,42.588,0.0625,2017
3626,CA-2017-113530,2017-05-19,2017-05-21,Second Class,BC-11125,Becky Castell,Home Office,united states,San Francisco,California,94109,west,OFF-AR-10001315,office supplies,art,newell 310,3.52,2,0.0,1.0208,0.29,2017
3627,CA-2017-113530,2017-05-19,2017-05-21,Second Class,BC-11125,Becky Castell,Home Office,united states,San Francisco,California,94109,west,OFF-AR-10000122,office supplies,art,newell 314,5.58,1,0.0,1.395,0.25,2017
3628,CA-2017-113530,2017-05-19,2017-05-21,Second Class,BC-11125,Becky Castell,Home Office,united states,San Francisco,California,94109,west,TEC-AC-10001465,technology,accessories,sandisk cruzer 64 gb usb flash drive,36.32,1,0.0,10.896,0.30000000000000004,2017
3629,CA-2014-169726,2014-08-09,2014-08-13,Standard Class,JH-15985,Joseph Holt,Consumer,united states,Seattle,Washington,98103,west,OFF-BI-10004600,office supplies,binders,ibico ibimaster 300 manual binding system,2060.744,7,0.2,643.9825,0.31249999999999994,2014
3630,CA-2017-155957,2017-11-26,2017-11-30,Standard Class,CC-12610,Corey Catlett,Corporate,united states,Columbus,Ohio,43229,east,OFF-AP-10002082,office supplies,appliances,holmes hepa air purifier,52.272,3,0.2,9.801,0.1875,2017
3631,CA-2017-155957,2017-11-26,2017-11-30,Standard Class,CC-12610,Corey Catlett,Corporate,united states,Columbus,Ohio,43229,east,OFF-AP-10004708,office supplies,appliances,fellowes superior 10 outlet split surge protector,213.136,7,0.2,23.9778,0.11249999999999999,2017
3632,CA-2017-132178,2017-05-03,2017-05-08,Second Class,DB-12970,Darren Budd,Corporate,united states,Los Angeles,California,90004,west,OFF-ST-10000464,office supplies,storage,"multi-use personal file cart and caster set, three stacking bins",69.52,2,0.0,19.4656,0.27999999999999997,2017
3633,CA-2017-132178,2017-05-03,2017-05-08,Second Class,DB-12970,Darren Budd,Corporate,united states,Los Angeles,California,90004,west,OFF-ST-10000025,office supplies,storage,fellowes stor/drawer steel plus storage drawers,763.44,8,0.0,45.8064,0.05999999999999999,2017
3634,CA-2016-145177,2016-11-10,2016-11-14,Standard Class,PP-18955,Paul Prost,Home Office,united states,Springfield,Ohio,45503,east,OFF-LA-10001613,office supplies,labels,avery file folder labels,9.216,4,0.2,3.3408,0.36250000000000004,2016
3635,CA-2016-145177,2016-11-10,2016-11-14,Standard Class,PP-18955,Paul Prost,Home Office,united states,Springfield,Ohio,45503,east,TEC-PH-10000376,technology,phones,square credit card reader,41.958,7,0.4,-9.7902,-0.23333333333333336,2016
3636,CA-2016-145177,2016-11-10,2016-11-14,Standard Class,PP-18955,Paul Prost,Home Office,united states,Springfield,Ohio,45503,east,OFF-PA-10004039,office supplies,paper,xerox 1882,89.568,2,0.2,32.4684,0.36250000000000004,2016
3637,CA-2016-145177,2016-11-10,2016-11-14,Standard Class,PP-18955,Paul Prost,Home Office,united states,Springfield,Ohio,45503,east,OFF-PA-10001776,office supplies,paper,"wirebound message books, four 2 3/4"" x 5"" forms per page, 600 sets per book",22.248,3,0.2,7.5087,0.33749999999999997,2016
3638,CA-2016-145177,2016-11-10,2016-11-14,Standard Class,PP-18955,Paul Prost,Home Office,united states,Springfield,Ohio,45503,east,OFF-AP-10002457,office supplies,appliances,"eureka the boss plus 12-amp hard box upright vacuum, red",334.88,4,0.2,29.302,0.0875,2016
3639,CA-2016-145177,2016-11-10,2016-11-14,Standard Class,PP-18955,Paul Prost,Home Office,united states,Springfield,Ohio,45503,east,FUR-FU-10000758,furniture,furnishings,dax natural wood-tone poster frame,148.288,7,0.2,29.6576,0.19999999999999998,2016
3640,CA-2016-145177,2016-11-10,2016-11-14,Standard Class,PP-18955,Paul Prost,Home Office,united states,Springfield,Ohio,45503,east,OFF-PA-10000682,office supplies,paper,xerox 1924,4.624,1,0.2,1.6762,0.3625,2016
3641,CA-2016-145177,2016-11-10,2016-11-14,Standard Class,PP-18955,Paul Prost,Home Office,united states,Springfield,Ohio,45503,east,TEC-AC-10002550,technology,accessories,"memorex 25gb 6x branded blu-ray recordable disc, 30/pack",178.92,7,0.2,-29.0745,-0.1625,2016
3642,CA-2016-145177,2016-11-10,2016-11-14,Standard Class,PP-18955,Paul Prost,Home Office,united states,Springfield,Ohio,45503,east,OFF-BI-10002082,office supplies,binders,gbc twin loop wire binding elements,69.888,7,0.7,-46.592,-0.6666666666666666,2016
3643,CA-2014-156594,2014-12-20,2014-12-23,Second Class,MC-17845,Michael Chen,Consumer,united states,Los Angeles,California,90008,west,OFF-BI-10004632,office supplies,binders,ibico hi-tech manual binding system,487.984,2,0.2,152.495,0.3125,2014
3644,CA-2014-156594,2014-12-20,2014-12-23,Second Class,MC-17845,Michael Chen,Consumer,united states,Los Angeles,California,90008,west,OFF-AR-10001725,office supplies,art,boston home & office model 2000 electric pencil sharpeners,47.3,2,0.0,12.298,0.26,2014
3645,CA-2014-156594,2014-12-20,2014-12-23,Second Class,MC-17845,Michael Chen,Consumer,united states,Los Angeles,California,90008,west,OFF-AR-10004269,office supplies,art,newell 31,4.13,1,0.0,1.1564,0.28,2014
3646,CA-2014-156594,2014-12-20,2014-12-23,Second Class,MC-17845,Michael Chen,Consumer,united states,Los Angeles,California,90008,west,OFF-BI-10003007,office supplies,binders,"premium transparent presentation covers, no pattern/clear, 8 1/2"" x 11""",155.12,5,0.2,50.414,0.325,2014
3647,CA-2014-146528,2014-07-25,2014-07-27,Second Class,VF-21715,Vicky Freymann,Home Office,united states,Los Angeles,California,90045,west,OFF-PA-10002195,office supplies,paper,xerox 1966,6.48,1,0.0,3.1752,0.48999999999999994,2014
3648,CA-2014-146528,2014-07-25,2014-07-27,Second Class,VF-21715,Vicky Freymann,Home Office,united states,Los Angeles,California,90045,west,OFF-SU-10002522,office supplies,supplies,acme kleen earth office shears,15.52,4,0.0,4.5008,0.29,2014
3649,CA-2015-168459,2015-11-22,2015-11-27,Standard Class,MC-17275,Marc Crier,Consumer,united states,Memphis,Tennessee,38109,south,OFF-BI-10003712,office supplies,binders,"acco pressboard covers with storage hooks, 14 7/8"" x 11"", light blue",2.946,2,0.7,-2.0622,-0.6999999999999998,2015
3650,CA-2015-168459,2015-11-22,2015-11-27,Standard Class,MC-17275,Marc Crier,Consumer,united states,Memphis,Tennessee,38109,south,OFF-FA-10004854,office supplies,fasteners,"vinyl coated wire paper clips in organizer box, 800/box",55.104,6,0.2,18.5976,0.3375,2015
3651,CA-2017-109960,2017-12-09,2017-12-11,Second Class,DB-13210,Dean Braden,Consumer,united states,Detroit,Michigan,48234,central,TEC-AC-10004859,technology,accessories,"maxell pro 80 minute cd-r, 10/pack",104.88,6,0.0,41.952,0.4,2017
3652,CA-2017-109960,2017-12-09,2017-12-11,Second Class,DB-13210,Dean Braden,Consumer,united states,Detroit,Michigan,48234,central,OFF-AR-10001860,office supplies,art,bic liqua brite liner,34.7,5,0.0,12.492,0.36,2017
3653,CA-2017-109960,2017-12-09,2017-12-11,Second Class,DB-13210,Dean Braden,Consumer,united states,Detroit,Michigan,48234,central,OFF-BI-10001636,office supplies,binders,ibico plastic and wire spiral binding combs,33.72,4,0.0,15.5112,0.46,2017
3654,CA-2017-109960,2017-12-09,2017-12-11,Second Class,DB-13210,Dean Braden,Consumer,united states,Detroit,Michigan,48234,central,OFF-PA-10000349,office supplies,paper,easy-staple paper,14.94,3,0.0,7.0218,0.47000000000000003,2017
3655,CA-2017-133004,2017-08-31,2017-09-05,Standard Class,AJ-10945,Ashley Jarboe,Consumer,united states,Lawrence,Indiana,46226,central,OFF-AP-10002439,office supplies,appliances,tripp lite isotel 8 ultra 8 outlet metal surge,638.73,9,0.0,166.0698,0.25999999999999995,2017
3656,CA-2017-168102,2017-04-24,2017-04-30,Standard Class,CP-12340,Christine Phan,Corporate,united states,Jacksonville,Florida,32216,south,OFF-ST-10001370,office supplies,storage,sensible storage wiretech storage systems,113.568,2,0.2,-21.294,-0.1875,2017
3657,CA-2017-158036,2017-09-08,2017-09-14,Standard Class,DB-13555,Dorothy Badders,Corporate,united states,Dublin,Ohio,43017,east,TEC-AC-10002558,technology,accessories,imation swivel flash drive usb flash drive - 8 gb,9.096,1,0.2,1.7055,0.1875,2017
3658,CA-2015-128083,2015-03-12,2015-03-17,Standard Class,EB-13750,Edward Becker,Corporate,united states,Plantation,Florida,33317,south,OFF-EN-10004030,office supplies,envelopes,convenience packs of business envelopes,8.688,3,0.2,2.9322,0.33749999999999997,2015
3659,CA-2015-128083,2015-03-12,2015-03-17,Standard Class,EB-13750,Edward Becker,Corporate,united states,Plantation,Florida,33317,south,FUR-FU-10003194,furniture,furnishings,"eldon expressions desk accessory, wood pencil holder, oak",30.88,4,0.2,3.86,0.125,2015
3660,CA-2015-128083,2015-03-12,2015-03-17,Standard Class,EB-13750,Edward Becker,Corporate,united states,Plantation,Florida,33317,south,FUR-FU-10001731,furniture,furnishings,acrylic self-standing desk frames,6.408,3,0.2,1.4418,0.22499999999999998,2015
3661,CA-2016-161676,2016-07-18,2016-07-23,Standard Class,JP-15460,Jennifer Patt,Corporate,united states,Glendale,Arizona,85301,west,OFF-SU-10004782,office supplies,supplies,"elite 5"" scissors",33.8,5,0.2,4.225,0.125,2016
3662,CA-2016-155005,2016-06-13,2016-06-15,Second Class,SC-20050,Sample Company A,Home Office,united states,Jackson,Michigan,49201,central,TEC-PH-10003484,technology,phones,ooma telo voip home phone system,377.97,3,0.0,94.4925,0.25,2016
3663,US-2017-129777,2017-07-03,2017-07-09,Standard Class,FM-14290,Frank Merwin,Home Office,united states,Quincy,Massachusetts,2169,east,TEC-AC-10003590,technology,accessories,"trendnet 56k usb 2.0 phone, internet and fax modem",258.9,10,0.0,93.204,0.36,2017
3664,US-2017-129777,2017-07-03,2017-07-09,Standard Class,FM-14290,Frank Merwin,Home Office,united states,Quincy,Massachusetts,2169,east,OFF-PA-10001970,office supplies,paper,xerox 1881,24.56,2,0.0,11.5432,0.47000000000000003,2017
3665,CA-2014-129364,2014-12-08,2014-12-13,Standard Class,TB-21250,Tim Brockman,Consumer,united states,Salem,Oregon,97301,west,OFF-LA-10001569,office supplies,labels,avery 499,27.888,7,0.2,9.0636,0.32499999999999996,2014
3666,CA-2014-129364,2014-12-08,2014-12-13,Standard Class,TB-21250,Tim Brockman,Consumer,united states,Salem,Oregon,97301,west,OFF-BI-10001132,office supplies,binders,"acco presstex data binder with storage hooks, dark blue, 9 1/2"" x 11""",6.456,4,0.7,-4.5192,-0.7,2014
3667,CA-2014-129364,2014-12-08,2014-12-13,Standard Class,TB-21250,Tim Brockman,Consumer,united states,Salem,Oregon,97301,west,TEC-PH-10003095,technology,phones,samsung hm1900 bluetooth headset,52.68,3,0.2,19.755,0.375,2014
3668,CA-2014-129364,2014-12-08,2014-12-13,Standard Class,TB-21250,Tim Brockman,Consumer,united states,Salem,Oregon,97301,west,OFF-SU-10000432,office supplies,supplies,acco side-punched conventional columnar pads,13.88,5,0.2,-2.6025,-0.1875,2014
3669,CA-2014-129364,2014-12-08,2014-12-13,Standard Class,TB-21250,Tim Brockman,Consumer,united states,Salem,Oregon,97301,west,TEC-AC-10004227,technology,accessories,sandisk ultra 16 gb microsdhc class 10 memory card,103.92,10,0.2,-18.186,-0.175,2014
3670,CA-2014-129364,2014-12-08,2014-12-13,Standard Class,TB-21250,Tim Brockman,Consumer,united states,Salem,Oregon,97301,west,OFF-LA-10004409,office supplies,labels,avery 492,11.52,5,0.2,3.744,0.325,2014
3671,CA-2014-129364,2014-12-08,2014-12-13,Standard Class,TB-21250,Tim Brockman,Consumer,united states,Salem,Oregon,97301,west,OFF-PA-10001569,office supplies,paper,xerox 232,10.368,2,0.2,3.6288,0.35,2014
3672,CA-2014-129364,2014-12-08,2014-12-13,Standard Class,TB-21250,Tim Brockman,Consumer,united states,Salem,Oregon,97301,west,OFF-ST-10001031,office supplies,storage,adjustable personal file tote,39.072,3,0.2,2.9304,0.075,2014
3673,CA-2016-104969,2016-04-08,2016-04-14,Standard Class,EH-14125,Eugene Hildebrand,Home Office,united states,Troy,Ohio,45373,east,OFF-EN-10002312,office supplies,envelopes,#10 self-seal white envelopes,8.872,1,0.2,3.2161,0.3625,2016
